Unnamed: 0,Search Term,Address,Status
517,Menlo College,"Adresse : 1000 El Camino Real, Atherton, CA 94027, Vereinigte Staaten",Found
518,Boomplaas Cave,"Adresse : Cango Valley, Oudtshoorn, Südafrika",Found
519,Old Dominion University,"Adresse : 5115 Hampton Blvd, Norfolk, VA 23529, Vereinigte Staaten",Found
520,Eastern Washington University,"Adresse : 526 5th St, Cheney, WA 99004, Vereinigte Staaten",Found
521,University of Central Oklahoma,"Adresse : 100 N University Dr, Edmond, OK 73034, Vereinigte Staaten",Found
522,National-Louis University,"Adresse : 122 S Michigan Ave, Chicago, IL 60603, Vereinigte Staaten",Found
523,Shippensburg University of Pennsylvania,"Adresse : 1871 Old Main Dr, Shippensburg, PA 17257, Vereinigte Staaten",Found
524,"Georgia Southern University Research and Service Foundation, Inc","Adresse : 1332 Southern Dr, Statesboro, GA 30458, Vereinigte Staaten",Found
525,University of West Florida,"Adresse : 11000 University Pkwy, Pensacola, FL 32514, Vereinigte Staaten",Found
526,"HELIPONIX, LLC","Adresse : 250 N. Kentucky Ave, Evansville, IN 47711, Vereinigte Staaten",Found
527,Arkansas State University Main Campus,"Adresse : 2105 East Aggie Rd, Jonesboro, AR 72401, Vereinigte Staaten",Found
528,University of St. Thomas,"Adresse : 2115 Summit Ave, St Paul, MN 55105, Vereinigte Staaten",Found
529,Center for Open Science,"Adresse : 210 Ridge McIntire Rd, Charlottesville, VA 22903, Vereinigte Staaten",Found
530,"HEAT INVERSE, LLC","Adresse : 15 Royal Rd, Ithaca, NY 14850, Vereinigte Staaten",Found
531,Brandeis University,"Adresse : 415 South St, Waltham, MA 02453, Vereinigte Staaten",Found
532,University of Massachusetts Boston,"Adresse : 100 Morrissey Blvd, Boston, MA 02125, Vereinigte Staaten",Found
533,"NOVOCLADE, INC.","Adresse : 1000 Westgate Dr, St Paul, MN 55114, Vereinigte Staaten",Found
534,Alabama State University,"Adresse : 915 S Jackson St, Montgomery, AL 36104, Vereinigte Staaten",Found
535,Milwaukee Area Technical College,"Adresse : 700 W State St, Milwaukee, WI 53233, Vereinigte Staaten",Found
536,Ulster County Community College,"Adresse : 491 Cottekill Rd, Stone Ridge, NY 12484, Vereinigte Staaten",Found
537,University of British Columbia,"Adresse : 6200 University Blvd, Vancouver, BC V6T 1Z4, Kanada",Found
538,Bowie State University,"Adresse : 14000 Jericho Park Rd, Bowie, MD 20715, Vereinigte Staaten",Found
539,NUMENTUS TECHNOLOGIES INC.,"Adresse : 112 S. French St, Wilmington, DE 19801, Vereinigte Staaten",Found
540,California Polytechnic State University,"Adresse : 1 Grand Ave, San Luis Obispo, CA 93407, Vereinigte Staaten",Found
541,University of Alaska Anchorage Campus,"Adresse : 3211 Providence Dr, Anchorage, AK 99508, Vereinigte Staaten",Found
542,Ursinus College,"Adresse : 601 E Main St, Collegeville, PA 19426, Vereinigte Staaten",Found
543,Eidgenössische Technische Hochschule (ETH) Zürich,"Adresse : Rämistrasse 101, 8092 Zürich, Schweiz",Found
544,Vassar College,"Adresse : 124 Raymond Ave, Poughkeepsie, NY 12604, Vereinigte Staaten",Found
545,"University of California, Berkeley","Adresse : Berkeley, CA, Vereinigte Staaten",Found
546,HAWC Observatory,"Adresse : Sierra Negra, Puebla, Mexiko",Found
547,California State University,"Adresse : 5151 State University Dr, Los Angeles, CA 90032, Vereinigte Staaten",Found
548,Donald Danforth Plant Science Center,"Adresse : 975 N Warson Rd, Olivette, MO 63132, Vereinigte Staaten",Found
549,Dine College,"Adresse : Tsaile, Arizona 86556, Vereinigte Staaten",Found
550,Texas A&M University-San Antonio,"Adresse : 1 University Way, San Antonio, TX 78224, Vereinigte Staaten",Found
551,Toyota Technological Institute at Chicago,"Adresse : 6045 S Kenwood Ave, Chicago, IL 60637, Vereinigte Staaten",Found
552,CUNY Brooklyn College,"Adresse : 2900 Bedford Ave, Brooklyn, NY 11210, Vereinigte Staaten",Found
553,University of Pennsylvania,"Adresse : Philadelphia, PA 19104, Vereinigte Staaten",Found
554,James Madison University,"Adresse : 800 S Main St, Harrisonburg, VA 22807, Vereinigte Staaten",Found
555,Texas A&M Experiment Station,"Adresse : 1470 William D. Fitch Pkwy, College Station, TX 77845, Vereinigte Staaten",Found
556,University of Tulsa,"Adresse : 800 S Tucker Dr, Tulsa, OK 74104, Vereinigte Staaten",Found
557,Embry Riddle Aeronautical University,"Adresse : 1 Aerospace Blvd, Daytona Beach, FL 32114, Vereinigte Staaten",Found
558,Louisiana Universities Marine Corsortium,"Adresse : 8124 LA-56, Chauvin, LA 70344, Vereinigte Staaten",Found
559,University of North Carolina Charlotte,"Adresse : 9201 University City Blvd, Charlotte, NC 28223, Vereinigte Staaten",Found
560,Santa Fe Institute,"Adresse : 1399 Hyde Park Rd, Santa Fe, NM 87501, Vereinigte Staaten",Found
561,Miami Dade College,"Adresse : 300 NE 2nd Ave, Miami, FL 33132, Vereinigte Staaten",Found
562,Monterey Bay Aquarium Research Institute,"Adresse : 7700 Sandholdt Rd, Moss Landing, CA 95039, Vereinigte Staaten",Found
563,College of Our Lady of the Elms,"Adresse : 291 Springfield St, Chicopee, MA 01013, Vereinigte Staaten",Found
564,CUNY Hostos Community College,"Adresse : 500 Grand Concourse, Bronx, NY 10451, Vereinigte Staaten",Found
565,Northern Virginia Community College,"Adresse : 8333 Little River Turnpike, Annandale, VA 22003, Vereinigte Staaten",Found
566,Lorain County Community College,"Adresse : 1005 Abbe Rd N, Elyria, OH 44035, Vereinigte Staaten",Found
567,North Dakota State College of Science,"Adresse : 800 6th St N, Wahpeton, ND 58076, Vereinigte Staaten",Found
568,Willamette University,"Adresse : 900 State St, Salem, OR 97301, Vereinigte Staaten",Found
569,Caltech,"Adresse : 1200 E California Blvd, Pasadena, CA 91125, Vereinigte Staaten",Found
570,Field Museum of Natural History,"Adresse : 1400 S Lake Shore Dr, Chicago, IL 60605, Vereinigte Staaten",Found
571,University of alabama,"Adresse : Tuscaloosa, AL 35487, Vereinigte Staaten",Found
572,University of Maryland,"Adresse : College Park, MD 20742, Vereinigte Staaten",Found
573,The University of Georgia Foundation,"Adresse : 1 Press Pl Ste 101, Athens, GA 30601, Vereinigte Staaten",Found
574,University of Sounther California,"Adresse : Los Angeles, CA 90007, Vereinigte Staaten",Found
575,University of California Santa Cruz,"Adresse : 1156 High St, Santa Cruz, CA 95064, Vereinigte Staaten",Found
576,Southern Utah University,"Adresse : 351 W University Blvd, Cedar City, UT 84720, Vereinigte Staaten",Found
577,STEG AI CORPORATION,"Adresse : 111 Town Square Place, Jersey City, NJ 07310, Vereinigte Staaten",Found
578,Grand Canyon University,"Adresse : 3300 W Camelback Rd, Phoenix, AZ 85017, Vereinigte Staaten",Found
579,American Society for Microbiology,"Adresse : 1752 N St NW, Washington, DC 20036, Vereinigte Staaten",Found
580,Florida Institute of Technology,"Adresse : 150 W University Blvd, Melbourne, FL 32901, Vereinigte Staaten",Found
581,Texas A&M University-Commerce,"Adresse : 2600 S Neal St, Commerce, TX 75428, Vereinigte Staaten",Found
582,University of South Dakota Main Campus,"Adresse : 414 E Clark St, Vermillion, SD 57069, Vereinigte Staaten",Found
583,Ferris State University (Inc.),"Adresse : 1201 S State St, Big Rapids, MI 49307, Vereinigte Staaten",Found
584,AZUSA PACIFIC UNIVERSITY,"Adresse : 901 E Alosta Ave, Azusa, CA 91702, Vereinigte Staaten",Found
585,NEW YORK UNIVERSITY,"Adresse : New York, NY 10012, Vereinigte Staaten",Found
586,"The University Corporation, Northridge","Adresse : Jerome Richfield Hall, Northridge, CA 91325, Vereinigte Staaten",Found
587,University of Alaska Fairbanks,"Adresse : 505 S Chandalar, Fairbanks, AK 99775, Vereinigte Staaten",Found
588,"University of Colorado, Boulder","Adresse : Boulder, CO 80309, Vereinigte Staaten",Found
589,washington University,"Adresse : 1 Brookings Dr, St. Louis, MO 63130, Vereinigte Staaten",Found
590,IRIS,"Adresse : 1200 New York Ave NW, Washington, DC 20005, Vereinigte Staaten",Found
591,Georgia State University,"Adresse : Atlanta, GA 30302, Vereinigte Staaten",Found
592,"EarthScope, In c","Adresse : 1200 New York Ave NW, Washington, DC 20005, Vereinigte Staaten",Found
593,Battelle Memorial Institute,"Adresse : 505 King Ave, Columbus, OH 43201, Vereinigte Staaten",Found
594,Langston University,"Adresse : 701 Sammy Davis Jr Dr, Langston, OK 73050, Vereinigte Staaten",Found
595,"Association of Universities for Research in Astronomy, Inc.","Adresse : 1212 New York Ave NW, Washington, DC 20005, Vereinigte Staaten",Found
596,University of Texas at Tyler,"Adresse : 3900 University Blvd, Tyler, TX 75799, Vereinigte Staaten",Found
